quantity,price,total_cost,order_id_10,order_id_1031,order_id_11,order_id_1121,order_id_12,order_id_13,order_id_14,order_id_15,order_id_16,order_id_17,order_id_18,order_id_19,order_id_2,order_id_20,order_id_21,order_id_22,order_id_23,order_id_24,order_id_25,order_id_26,order_id_27,order_id_28,order_id_29,order_id_3,order_id_30,order_id_31,order_id_32,order_id_33,order_id_34,order_id_35,order_id_36,order_id_37,order_id_38,order_id_39,order_id_4,order_id_40,order_id_41,order_id_42,order_id_43,order_id_44,order_id_45,order_id_46,order_id_47,order_id_48,order_id_49,order_id_5,order_id_50,order_id_51,order_id_52,order_id_53,order_id_54,order_id_55,order_id_56,order_id_57,order_id_58,order_id_59,order_id_6,order_id_60,order_id_61,order_id_62,order_id_63,order_id_64,order_id_65,order_id_66,order_id_67,order_id_68,order_id_69,order_id_7,order_id_70,order_id_71,order_id_72,order_id_73,order_id_74,order_id_75,order_id_76,order_id_77,order_id_78,order_id_79,order_id_8,order_id_80,order_id_9,order_id_invalid,product_name_Headphones,product_name_Laptop,product_name_Phone,is_paid
-0.004156138390659328,0.11955802103999519,0.17221080679449405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
1.043190736055495,1.0463984348358724,2.2199599226931683,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True
-1.0515030128368137,0.8864975848312994,-0.4912296554976058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0.34495948642472546,1.0259560049425254,1.3137465795515488,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False
1.043190736055495,-1.2577856970664403,-0.6316156661548028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
1.043190736055495,1.4879330657073606,2.7663873360200104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
-0.3532717632060441,-0.09180986687735392,-0.2588214102285969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False
0.6940751112401102,1.1465914101749783,1.8848361344468552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
-0.3532717632060441,-0.9486033114529578,-0.7889898193868674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
-1.0515030128368137,1.0838672131914135,-0.4301652632883074,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False
